Source;Target;Label;Highway;Length;Type
432;433;Praça de Almeida Garrett;secondary;18.14;Undirected
366;340;Praça de Almeida Garrett;secondary;75.42;Undirected
241;327;Rua das Águas Férreas;residential;72.7;Undirected
363;340;Avenida Dom Afonso Henriques;secondary;10.79;Undirected
129;298;Avenida Dom Afonso Henriques;secondary;74.92;Undirected
298;363;Avenida Dom Afonso Henriques;secondary;103.55;Undirected
391;388;Rua Trindade Coelho;residential;29.56;Undirected
149;421;Rua do Moreira;residential;135.97;Undirected
421;417;Rua do Moreira;residential;93.67;Undirected
149;419;Rua de Anselmo Braamcamp;residential;248.63;Undirected
209;62;Rua de Santos Pousada;secondary;257.33;Undirected
62;53;Rua de Santos Pousada;secondary;139.12;Undirected
53;339;Rua de Santos Pousada;secondary;179.44;Undirected
339;420;Rua de Santos Pousada;secondary;68.37;Undirected
420;434;Rua de Santos Pousada;secondary;195.46;Undirected
434;42;Rua de Santos Pousada;secondary;73.55;Undirected
209;435;Rua do Monte do Tadeu;residential;57.67;Undirected
436;136;Avenida de Rodrigues de Freitas;secondary;107.58;Undirected
136;137;Avenida de Rodrigues de Freitas;secondary;99.23;Undirected
105;423;UNAMED;secondary;8.05;Undirected
423;436;UNAMED;secondary;20.93;Undirected
436;424;UNAMED;residential;14.69;Undirected
311;409;Praça de Carlos Alberto;residential;56.56;Undirected
409;342;Praça de Carlos Alberto;residential;17.63;Undirected
437;346;Rua Formosa;tertiary;67.72;Undirected
438;439;Largo do Pinheiro;residential;4.47;Undirected
314;438;Largo do Pinheiro;residential;9.11;Undirected
438;440;Largo do Pinheiro;residential;6.73;Undirected
68;293;Rua de Dom Manuel II;secondary;72.4;Undirected
131;357;Rua de Cimo de Vila;residential;113.01;Undirected
422;50;Largo de José Moreira da Silva;secondary;17.99;Undirected
393;66;Rua de Mouzinho da Silveira;secondary;17.54;Undirected
441;393;Rua de Mouzinho da Silveira;secondary;9.79;Undirected
441;407;Rua do Infante Dom Henrique;primary;18.56;Undirected
66;441;Rua do Infante Dom Henrique;primary;15.03;Undirected
84;386;Rua Doutor Ferreira da Silva;tertiary;22.99;Undirected
293;442;Rua de Dom Manuel II;secondary;103.05;Undirected
379;382;Avenida dos Aliados;secondary;40.01;Undirected
382;334;Avenida dos Aliados;secondary;91.51;Undirected
334;289;Avenida dos Aliados;secondary;156.29;Undirected
35;245;Rua da Boavista;secondary;40.14;Undirected
245;443;Rua da Boavista;secondary;129.11;Undirected
444;188;Rua de Camões;secondary;13.01;Undirected
204;234;Rua de Camões;secondary;96.38;Undirected
234;444;Rua de Camões;secondary;79.02;Undirected
229;295;Rua de Gonçalo Cristóvão;secondary;159.75;Undirected
295;444;Rua de Gonçalo Cristóvão;secondary;8.89;Undirected
444;231;Rua de Gonçalo Cristóvão;secondary;117.53;Undirected
231;192;Rua de Gonçalo Cristóvão;secondary;42.4;Undirected
204;36;Rua de João das Regras;tertiary;158.53;Undirected
119;344;Rua de Fernandes Tomás;secondary;70.01;Undirected
344;47;Rua de Sá da Bandeira;secondary;98.92;Undirected
47;352;Rua de Sá da Bandeira;secondary;142.52;Undirected
302;437;Rua Formosa;tertiary;69.78;Undirected
34;172;Rua de Cedofeita;tertiary;87.05;Undirected
172;21;Rua de Cedofeita;tertiary;32.37;Undirected
302;344;Rua de Sá da Bandeira;secondary;159.47;Undirected
114;134;Rua Cidália Meireles;residential;48.38;Undirected
205;113;Travessa do Poço das Patas;residential;72.3;Undirected
392;355;Praça de Almeida Garrett;secondary;32.76;Undirected
356;433;Rua de Sá da Bandeira;secondary;1.87;Undirected
433;323;Rua de Sá da Bandeira;secondary;25.04;Undirected
323;322;Rua de Sá da Bandeira;secondary;194.76;Undirected
75;237;Rua das Musas;residential;140.18;Undirected
237;213;Rua do Bonjardim;residential;31.38;Undirected
213;228;Rua do Bonjardim;residential;176.52;Undirected
237;332;Rua das Musas;residential;120.78;Undirected
332;279;Rua das Musas;residential;23.28;Undirected
278;56;Largo da Fontinha;residential;69.29;Undirected
364;445;Rua do Paraíso;residential;26.18;Undirected
445;203;Rua do Paraíso;residential;91.96;Undirected
203;198;Rua do Paraíso;residential;68.51;Undirected
198;121;Rua do Paraíso;residential;89.52;Undirected
121;236;Rua do Paraíso;residential;81.81;Undirected
49;193;Rua da Alegria;secondary;179.2;Undirected
193;280;Rua da Alegria;secondary;108.63;Undirected
280;446;Rua da Alegria;secondary;377.59;Undirected
299;276;Viela da Cadeia;residential;54.71;Undirected
447;166;Rua do Doutor Carlos Passos;residential;211.62;Undirected
218;41;Campo 24 de Agosto;secondary;90.12;Undirected
337;147;Rua dos Abraços;residential;156.16;Undirected
448;449;UNAMED;residential;81.67;Undirected
319;138;Rua Joaquim António de Aguiar;residential;55.93;Undirected
318;144;Rua de Gomes Freire;residential;373.93;Undirected
216;434;Campo 24 de Agosto;secondary;58.19;Undirected
216;217;Campo 24 de Agosto;secondary;36.1;Undirected
450;247;Rua de Cervantes;residential;9.85;Undirected
247;124;Rua de Cervantes;residential;141.57;Undirected
451;215;Avenida de Fernão de Magalhães;primary;161.15;Undirected
100;325;Rua do Duque de Loulé;secondary;128.84;Undirected
325;452;Rua do Duque de Loulé;secondary;6.55;Undirected
359;360;Rua do Cativo;residential;9.73;Undirected
360;182;Rua do Cativo;residential;30.44;Undirected
453;432;Rua da Madeira;residential;56.39;Undirected
324;454;Passeio das Fontaínhas;residential;190.13;Undirected
17;186;Praça da República;secondary;106.31;Undirected
20;374;Praça da República;secondary;75.51;Undirected
374;238;Praça da República;secondary;35.78;Undirected
238;23;Praça da República;secondary;83.08;Undirected
23;17;Praça da República;secondary;47.04;Undirected
130;341;Rua do Loureiro;residential;154.94;Undirected
38;445;Rua do Paraíso;residential;87.1;Undirected
452;376;Rua General Sousa Dias;secondary;52.45;Undirected
